stream_id,name,city,region,country,capture_type,source_page_url,stream_review_url,segment_start_utc,segment_end_utc,duration_seconds,clip_ids,public_access_score,public_access_status,public_access_warning,camera_height_status,camera_height_note,review_status,video_urls
415,부산 동래구 세병교(온천천),Busan,,South Korea,hls,https://d.kbs.co.kr/special/cctv,https://stoarama.com/streams/415,2026-06-28T03:12:03.922847+00:00,2026-06-28T03:15:13.574443+00:00,189.652,4272327;4272328;4272329,0.80,maybe_possible,Public KBS CCTV page; confirm reuse terms before dataset inclusion,likely_too_high,Visually appears above the preferred 3-4 m range; use this candidate to calibrate the cutoff,manual_review_requested,
